timestamp,open,high,low,close,volume,symbol,timeframe
2024-12-03 14:45:00,139.68649,139.86,139.55,139.815,2949167,NVDA,15m
2024-12-03 15:00:00,139.81,140.0,139.73,139.905,3408265,NVDA,15m
2024-12-03 15:15:00,139.9001,140.28,139.75999,140.23,5245477,NVDA,15m
2024-12-03 15:30:00,140.2236,140.27,139.81,139.9787,5112783,NVDA,15m
2024-12-03 15:45:00,139.98,140.28,139.72,140.25,10815885,NVDA,15m
2024-12-04 09:30:00,142.020004,142.63,140.81,141.30811,22545183,NVDA,15m
2024-12-04 09:45:00,140.875,141.19,140.38,140.62,8937479,NVDA,15m
2024-12-04 10:00:00,140.63,141.86909,140.28999,141.7399,10899781,NVDA,15m
2024-12-04 10:15:00,141.73,142.235,141.4709,141.8,8225994,NVDA,15m
2024-12-04 10:30:00,141.8,142.2,141.67,142.086395,5580791,NVDA,15m
2024-12-04 10:45:00,142.11501,142.38,141.62,141.98759,6030099,NVDA,15m
2024-12-04 11:00:00,141.99001,142.62,141.86,142.4599,6453032,NVDA,15m
2024-12-04 11:15:00,142.45,143.0,142.25999,142.95,6430546,NVDA,15m
2024-12-04 11:30:00,142.9411,143.52,142.91,143.046997,9804860,NVDA,15m
2024-12-04 11:45:00,143.049301,143.66,142.91,143.60001,5874421,NVDA,15m
2024-12-04 12:00:00,143.59,144.32001,143.57001,144.25,9413128,NVDA,15m
2024-12-04 12:15:00,144.255,144.58,143.99001,144.575,7183438,NVDA,15m
2024-12-04 12:30:00,144.575,144.59,144.070007,144.37,6301018,NVDA,15m
2024-12-04 12:45:00,144.36501,144.5,144.14999,144.34,5407099,NVDA,15m
2024-12-04 13:00:00,144.34,144.62,144.11,144.1301,4877948,NVDA,15m
2024-12-04 13:15:00,144.13499,144.3,143.81,143.83009,4961224,NVDA,15m
2024-12-04 13:30:00,143.8338,144.32001,143.75301,144.12,4735251,NVDA,15m
2024-12-04 13:45:00,144.10001,144.55,144.039993,144.28999,4082334,NVDA,15m
2024-12-04 14:00:00,144.295,145.14999,144.22,144.925,9349528,NVDA,15m
2024-12-04 14:15:00,144.925,145.52,144.8954,145.505,6552720,NVDA,15m
2024-12-04 14:30:00,145.505,145.67999,145.2701,145.62,6518474,NVDA,15m
2024-12-04 14:45:00,145.625,145.78999,145.39,145.5314,5711656,NVDA,15m
2024-12-04 15:00:00,145.53,145.64999,145.25999,145.495,6422211,NVDA,15m
2024-12-04 15:15:00,145.4911,145.67,145.25999,145.38,5616978,NVDA,15m
2024-12-04 15:30:00,145.37,145.67,145.089996,145.28481,7228370,NVDA,15m
2024-12-04 15:45:00,145.28,145.3,144.58,145.1382,13321978,NVDA,15m
2024-12-05 09:30:00,145.12,145.96001,144.17999,145.89,21608246,NVDA,15m
2024-12-05 09:45:00,145.89,146.070007,144.45,144.67999,10415328,NVDA,15m
2024-12-05 10:00:00,144.7,145.25999,144.48,144.89,8130219,NVDA,15m
2024-12-05 10:15:00,144.88,145.070007,143.95,144.61,7830404,NVDA,15m
2024-12-05 10:30:00,144.61011,145.059998,144.24001,144.87,5830731,NVDA,15m
2024-12-05 10:45:00,144.8799,145.45,144.59,145.33,6177311,NVDA,15m
2024-12-05 11:00:00,145.34,145.84,145.25,145.4901,5682553,NVDA,15m
2024-12-05 11:15:00,145.49001,146.19,145.41,145.94501,6252870,NVDA,15m
2024-12-05 11:30:00,145.9498,146.5,145.92,146.4198,5698125,NVDA,15m
