timestamp,open,high,low,close,volume,symbol,timeframe
2024-01-02 09:30:00,138.55,139.45,136.58,137.125,6293797,GOOGL,1h
2024-01-02 10:30:00,137.12,137.52499,136.48,137.4901,2668194,GOOGL,1h
2024-01-02 11:30:00,137.50999,138.2,137.31,137.845,1886887,GOOGL,1h
2024-01-02 12:30:00,137.845,138.14999,137.38499,137.94501,1333855,GOOGL,1h
2024-01-02 13:30:00,137.95,138.070007,137.41,137.705,1528525,GOOGL,1h
2024-01-02 14:30:00,137.7,137.77521,137.080002,137.59,2009392,GOOGL,1h
2024-01-02 15:30:00,137.595,138.28,137.57001,138.19,3211535,GOOGL,1h
2024-01-03 09:30:00,137.25,138.55,137.14999,138.12,4586734,GOOGL,1h
2024-01-03 10:30:00,138.12,138.87,137.905,138.66,2717664,GOOGL,1h
2024-01-03 11:30:00,138.64999,138.95,138.55009,138.85001,1824596,GOOGL,1h
2024-01-03 12:30:00,138.85001,139.34801,138.71001,139.13,1739200,GOOGL,1h
2024-01-03 13:30:00,139.13499,139.51759,138.69,139.5,1973400,GOOGL,1h
2024-01-03 14:30:00,139.5,139.63,139.24001,139.34,2494705,GOOGL,1h
2024-01-03 15:30:00,139.35001,139.39,138.61,138.92,2906441,GOOGL,1h
2024-01-04 09:30:00,138.42,138.845,138.010101,138.38499,3929485,GOOGL,1h
2024-01-04 10:30:00,138.39,139.16,138.13,138.69,2341177,GOOGL,1h
2024-01-04 11:30:00,138.67999,138.86,137.88,138.085007,2192515,GOOGL,1h
2024-01-04 12:30:00,138.089996,138.089996,137.22501,137.63,2289147,GOOGL,1h
2024-01-04 13:30:00,137.64,137.73,136.84,136.88,2199121,GOOGL,1h
2024-01-04 14:30:00,136.88,137.21001,136.72,136.99001,2083455,GOOGL,1h
2024-01-04 15:30:00,136.995,137.21001,136.35001,136.39,3688529,GOOGL,1h
2024-01-05 09:30:00,136.745,137.15581,136.265,136.53999,4336132,GOOGL,1h
2024-01-05 10:30:00,136.55,137.059998,135.81,135.91499,2967904,GOOGL,1h
2024-01-05 11:30:00,135.91499,136.11,135.53,135.59,1840853,GOOGL,1h
2024-01-05 12:30:00,135.57001,136.0,135.49001,135.88,1852248,GOOGL,1h
2024-01-05 13:30:00,135.88,136.089996,135.73,135.74001,1576995,GOOGL,1h
2024-01-05 14:30:00,135.74001,135.81,135.14999,135.31,1817497,GOOGL,1h
2024-01-05 15:30:00,135.3,135.81,135.14999,135.73,2710629,GOOGL,1h
2024-01-08 09:30:00,136.28999,137.2,136.25999,136.88,4119542,GOOGL,1h
2024-01-08 10:30:00,136.88,137.58,136.88,137.39,2137687,GOOGL,1h
2024-01-08 11:30:00,137.39,138.050003,137.3725,137.8734,2021447,GOOGL,1h
2024-01-08 12:30:00,137.875,138.23,137.705,138.10001,1274998,GOOGL,1h
2024-01-08 13:30:00,138.11,138.53999,138.080002,138.50999,1490078,GOOGL,1h
2024-01-08 14:30:00,138.53,138.94679,138.50999,138.68761,1904198,GOOGL,1h
2024-01-08 15:30:00,138.67999,139.0099945,138.53,138.84,2872924,GOOGL,1h
2024-01-09 09:30:00,138.5,140.039795,138.14999,139.7113,5582594,GOOGL,1h
2024-01-09 10:30:00,139.72,140.625,139.33,140.41,3066557,GOOGL,1h
2024-01-09 11:30:00,140.405,141.36,140.31,141.28999,2640449,GOOGL,1h
2024-01-09 12:30:00,141.28,141.485,140.98,141.155,2225419,GOOGL,1h
2024-01-09 13:30:00,141.14999,141.19501,140.7,140.82001,2579403,GOOGL,1h
2024-01-09 14:30:00,140.825,140.98,140.39999,140.77499,1981440,GOOGL,1h
2024-01-09 15:30:00,140.77,141.029999,140.41,140.92999,3273069,GOOGL,1h
2024-01-10 09:30:00,141.0,142.48,140.91,141.48,4378065,GOOGL,1h
2024-01-10 10:30:00,141.49001,142.035004,141.42,141.675,2194969,GOOGL,1h
2024-01-10 11:30:00,141.685,142.0050049,141.39999,141.995,1354774,GOOGL,1h
2024-01-10 12:30:00,141.995,142.52,141.985,142.38,1856116,GOOGL,1h
2024-01-10 13:30:00,142.39,143.0,142.22501,142.655,1879027,GOOGL,1h
2024-01-10 14:30:00,142.64999,142.83501,142.10001,142.185,2340620,GOOGL,1h
2024-01-10 15:30:00,142.185,142.37,141.8024,142.25999,3293412,GOOGL,1h
2024-01-11 09:30:00,143.49001,145.22,142.39999,143.12,7486245,GOOGL,1h
2024-01-11 10:30:00,143.11,143.35001,141.371,141.495,2853491,GOOGL,1h
2024-01-11 11:30:00,141.495,141.52,140.655,140.685,2356192,GOOGL,1h
2024-01-11 12:30:00,140.69,141.50999,140.63499,141.3967,2298391,GOOGL,1h
2024-01-11 13:30:00,141.41,141.92999,141.37,141.89,2218037,GOOGL,1h
2024-01-11 14:30:00,141.89861,142.32899,141.64999,141.895,2304820,GOOGL,1h
2024-01-11 15:30:00,141.92999,142.16,141.64999,142.080002,2313755,GOOGL,1h
2024-01-12 09:30:00,142.67,142.91,141.82001,142.50999,4207480,GOOGL,1h
2024-01-12 10:30:00,142.52499,143.1783,142.16,142.9301,2291518,GOOGL,1h
2024-01-12 11:30:00,142.9494,143.029999,142.49001,142.8,1538915,GOOGL,1h
2024-01-12 12:30:00,142.8,143.17999,142.61,143.0,1291810,GOOGL,1h
2024-01-12 13:30:00,143.0,143.13,142.83501,142.935,1098947,GOOGL,1h
2024-01-12 14:30:00,142.94,142.995,142.61,142.7601,1333465,GOOGL,1h
2024-01-12 15:30:00,142.77,142.84,142.53999,142.63,2080679,GOOGL,1h
2024-01-16 09:30:00,142.0,144.35001,141.8,143.315,6266091,GOOGL,1h
2024-01-16 10:30:00,143.31,143.61,142.33,142.75,2718155,GOOGL,1h
2024-01-16 11:30:00,142.74249,142.94,141.94,142.0099945,1953784,GOOGL,1h
2024-01-16 12:30:00,142.0,142.235,141.67,142.024994,1622954,GOOGL,1h
2024-01-16 13:30:00,142.029999,142.105,141.45,141.67999,1387899,GOOGL,1h
2024-01-16 14:30:00,141.71001,142.19,141.64,141.99001,1664994,GOOGL,1h
2024-01-16 15:30:00,142.0,142.5,141.964,142.47,2256951,GOOGL,1h
