Datetime,open,high,low,close,volume,Dividends,Stock Splits,symbol,timeframe,timestamp
2024-01-02 04:00:00-05:00,152.45,152.86,151.97,152.09,0,0.0,0.0,AMZN,1h,2024-01-02 04:00:00-05:00
2024-01-02 05:00:00-05:00,152.06,152.17,151.9,151.9,0,0.0,0.0,AMZN,1h,2024-01-02 05:00:00-05:00
2024-01-02 06:00:00-05:00,151.92,152.12,151.07,151.09,0,0.0,0.0,AMZN,1h,2024-01-02 06:00:00-05:00
2024-01-02 07:00:00-05:00,151.07,151.35,150.76,150.94,0,0.0,0.0,AMZN,1h,2024-01-02 07:00:00-05:00
2024-01-02 08:00:00-05:00,150.94,153.0,150.1,150.26,0,0.0,0.0,AMZN,1h,2024-01-02 08:00:00-05:00
2024-01-02 09:00:00-05:00,150.26,152.935,150.22,150.79,0,0.0,0.0,AMZN,1h,2024-01-02 09:00:00-05:00
2024-01-02 09:30:00-05:00,152.0,152.3800048828125,148.63999938964844,148.6898956298828,12877963,0.0,0.0,AMZN,1h,2024-01-02 09:30:00-05:00
2024-01-02 10:30:00-05:00,148.67999267578125,149.99000549316406,148.38999938964844,149.96009826660156,5385584,0.0,0.0,AMZN,1h,2024-01-02 10:30:00-05:00
2024-01-02 11:30:00-05:00,149.96499633789062,150.9499969482422,149.86000061035156,149.87660217285156,4647258,0.0,0.0,AMZN,1h,2024-01-02 11:30:00-05:00
2024-01-02 12:30:00-05:00,149.8800048828125,150.14999389648438,149.48500061035156,149.84010314941406,2779099,0.0,0.0,AMZN,1h,2024-01-02 12:30:00-05:00
2024-01-02 13:30:00-05:00,149.84500122070312,150.1074981689453,149.14999389648438,149.60499572753906,2593717,0.0,0.0,AMZN,1h,2024-01-02 13:30:00-05:00
2024-01-02 14:30:00-05:00,149.60499572753906,149.82989501953125,148.97000122070312,149.31500244140625,4052668,0.0,0.0,AMZN,1h,2024-01-02 14:30:00-05:00
2024-01-02 15:30:00-05:00,149.32000732421875,150.10000610351562,149.1300048828125,149.94000244140625,5602410,0.0,0.0,AMZN,1h,2024-01-02 15:30:00-05:00
2024-01-02 16:00:00-05:00,149.95,155.0,144.55342,144.55342,0,0.0,0.0,AMZN,1h,2024-01-02 16:00:00-05:00
2024-01-02 17:00:00-05:00,150.085,160.1195,141.7923,150.02,0,0.0,0.0,AMZN,1h,2024-01-02 17:00:00-05:00
2024-01-02 18:00:00-05:00,150.09,150.15,149.6,149.67,0,0.0,0.0,AMZN,1h,2024-01-02 18:00:00-05:00
2024-01-03 04:00:00-05:00,149.2,149.66,149.03,149.34,0,0.0,0.0,AMZN,1h,2024-01-03 04:00:00-05:00
2024-01-03 05:00:00-05:00,149.35,149.53,149.09,149.3,0,0.0,0.0,AMZN,1h,2024-01-03 05:00:00-05:00
2024-01-03 06:00:00-05:00,149.36,149.97,149.36,149.61,0,0.0,0.0,AMZN,1h,2024-01-03 06:00:00-05:00
2024-01-03 07:00:00-05:00,149.6,149.89,149.15,149.15,0,0.0,0.0,AMZN,1h,2024-01-03 07:00:00-05:00
2024-01-03 08:00:00-05:00,149.17,149.93,148.67,149.33,0,0.0,0.0,AMZN,1h,2024-01-03 08:00:00-05:00
2024-01-03 09:00:00-05:00,149.33,151.665,148.745,148.95,0,0.0,0.0,AMZN,1h,2024-01-03 09:00:00-05:00
2024-01-03 09:30:00-05:00,149.67999267578125,151.0500030517578,149.55999755859375,150.00999450683594,10978736,0.0,0.0,AMZN,1h,2024-01-03 09:30:00-05:00
2024-01-03 10:30:00-05:00,150.0050048828125,150.9243927001953,149.97999572753906,149.9949951171875,5382233,0.0,0.0,AMZN,1h,2024-01-03 10:30:00-05:00
2024-01-03 11:30:00-05:00,150.0,150.06500244140625,149.19000244140625,149.6300048828125,4397924,0.0,0.0,AMZN,1h,2024-01-03 11:30:00-05:00
2024-01-03 12:30:00-05:00,149.61000061035156,150.11300659179688,149.4700927734375,149.64500427246094,3402668,0.0,0.0,AMZN,1h,2024-01-03 12:30:00-05:00
2024-01-03 13:30:00-05:00,149.64999389648438,149.77999877929688,148.82000732421875,149.69000244140625,3866756,0.0,0.0,AMZN,1h,2024-01-03 13:30:00-05:00
2024-01-03 14:30:00-05:00,149.68870544433594,149.7998046875,148.89869689941406,148.99000549316406,3905637,0.0,0.0,AMZN,1h,2024-01-03 14:30:00-05:00
2024-01-03 15:30:00-05:00,148.99000549316406,149.1573944091797,148.3300018310547,148.4199981689453,5479687,0.0,0.0,AMZN,1h,2024-01-03 15:30:00-05:00
2024-01-03 16:00:00-05:00,148.47,149.6081,148.35,148.6,0,0.0,0.0,AMZN,1h,2024-01-03 16:00:00-05:00
2024-01-03 17:00:00-05:00,148.57,148.67,141.92241,148.63,0,0.0,0.0,AMZN,1h,2024-01-03 17:00:00-05:00
2024-01-03 18:00:00-05:00,148.63,148.9,148.6,148.7302,0,0.0,0.0,AMZN,1h,2024-01-03 18:00:00-05:00
2024-01-04 04:00:00-05:00,149.47,149.47,148.4,149.11,0,0.0,0.0,AMZN,1h,2024-01-04 04:00:00-05:00
2024-01-04 05:00:00-05:00,149.11,149.25,149.05,149.14,0,0.0,0.0,AMZN,1h,2024-01-04 05:00:00-05:00
2024-01-04 06:00:00-05:00,149.11,149.18,148.88,149.13,0,0.0,0.0,AMZN,1h,2024-01-04 06:00:00-05:00
2024-01-04 07:00:00-05:00,149.17,149.18,147.62,147.85,0,0.0,0.0,AMZN,1h,2024-01-04 07:00:00-05:00
2024-01-04 08:00:00-05:00,147.86,149.31,146.64,146.78,0,0.0,0.0,AMZN,1h,2024-01-04 08:00:00-05:00
2024-01-04 09:00:00-05:00,146.77,150.795,144.85,145.78,0,0.0,0.0,AMZN,1h,2024-01-04 09:00:00-05:00
2024-01-04 09:30:00-05:00,145.58999633789062,146.76800537109375,144.0500030517578,146.05039978027344,17588976,0.0,0.0,AMZN,1h,2024-01-04 09:30:00-05:00
2024-01-04 10:30:00-05:00,146.0500030517578,147.3800048828125,145.99000549316406,146.79989624023438,5669623,0.0,0.0,AMZN,1h,2024-01-04 10:30:00-05:00
2024-01-04 11:30:00-05:00,146.8000030517578,146.8863067626953,145.88999938964844,146.1385040283203,3972158,0.0,0.0,AMZN,1h,2024-01-04 11:30:00-05:00
2024-01-04 12:30:00-05:00,146.14500427246094,146.1649932861328,145.32000732421875,145.61500549316406,4031141,0.0,0.0,AMZN,1h,2024-01-04 12:30:00-05:00
2024-01-04 13:30:00-05:00,145.6199951171875,145.81500244140625,145.158203125,145.25,3748257,0.0,0.0,AMZN,1h,2024-01-04 13:30:00-05:00
2024-01-04 14:30:00-05:00,145.24000549316406,145.6300048828125,145.13999938964844,145.39500427246094,3381439,0.0,0.0,AMZN,1h,2024-01-04 14:30:00-05:00
2024-01-04 15:30:00-05:00,145.38999938964844,145.6199951171875,144.5,144.57000732421875,6678876,0.0,0.0,AMZN,1h,2024-01-04 15:30:00-05:00
2024-01-04 16:00:00-05:00,144.57,144.69,144.3,144.575,0,0.0,0.0,AMZN,1h,2024-01-04 16:00:00-05:00
